Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
2057,Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,22,22,1815,20.2,2,0.79,0.2,25,0.13,0.5,20.5,0,0,0,28.7,38.1,1.886138614,75.4,444.3,116.9,15.6,18.7,83.8,9.5,11.6,82.1,2.28,0.1128712871,4.21,0.2084158416,54.1,0.05,1.04,2.52,0.99,0.4,2.92,38.1,36.2,1.68,0.4,0,0.1,1.68,0.2,0.1,0.05,0.05,0,28.7,0.15,1.29,2.08,1.78,0.1,0.1,0.05,0.05,0,0.15,0.1,0,0.05,0,0,0,1.19,0.05891089109,0.79,66.39,0.35,0.74,0.1,0.45,1.24,36,0.79,1.58,0.2,0.009900990099,1.39,0.69,0.03415841584,1.88,1.34,0.06633663366,0,48,1.83,8.37,26.5,13.5,1.29,48,0.84,0.3,35.3,0.54,64.7,22.3,102,35.9,0.94,0.84,0.1,1.44,0.69,27.9,2.77,0.25,0,0,0.94,0.69,0.1,1.68,0.79,0,0,0,4.95,0.94,1.09,2.03,46.3
2058,Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,26,1996,4,0,87,1,0,0,0,0,0,0,0,0,0,0,48,61,61,78.7,715,243,28,29,96.6,17,21,81,2,2,4,4,50,0,1,5,0,0,6,61,51,9,1,1,0,5,8,0,0,0,0,48,1,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,66.67,2,1,0,2,3,66.7,1,2,0,0,2,1,1,4,0,0,0,72,4,14,32,27,3,72,1,0,0,0,0,36,274,178,5,4,0,2,0,40,11,2,1,1,1,3,1,5,2,0,0,0,5,3,1,4,75
2059,Bobby Reid,JAM,FWDF,Fulham,Premier League,30,1993,22,22,1817,20.2,4,1.24,0.45,36,0.16,0.44,13.3,0,0,0,24.5,35.3,1.747524752,69.3,378.3,127.8,12.8,15.7,81.1,9.06,12.6,71.8,1.39,0.06881188119,3.37,0.1668316832,41.2,0.05,0.64,1.44,1.24,0.35,2.28,35.3,31.6,3.51,0.3,0,0.1,2.18,3.22,0,0,0,0,24.5,0.2,1.49,2.03,1.24,0.05,0.1,0.2,0.35,0.1,0.15,0.05,0,0,0.05,0,0.05,1.53,0.07574257426,0.94,61.44,0.45,0.5,0.59,0.59,1.19,50,0.59,1.04,0.15,0.007425742574,0.89,0.69,0.03415841584,2.23,1.29,0.06386138614,0,46.5,2.38,9.5,19,18.7,2.72,46.5,1.68,0.54,32.4,0.84,50,25.1,119.4,57.5,2.03,1.44,0.59,2.18,1.14,28.8,6.73,0.35,0,0,1.53,0.79,0.3,2.18,0.94,0.1,0.05,0,5.2,0.45,1.39,1.84,24.3
2060,Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,5,5,450,5,0,0,0,0,0,0,0,0,0,0,32.6,37.4,7.48,87.2,727.8,456.8,7,7.2,97.2,20.2,20.4,99,5.4,1.08,9.8,1.96,55.1,0,0,0,0,0,0,37.4,30.6,6.8,2.2,0,0.2,0,0,0,0,0,0,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0.2,0.04,0.2,0,0,0.2,40,30.4,39.2,0.8,0,0,40,0,0,0,0,0,24,131.2,90.4,0,0,0,0,0,21.8,0,0.2,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
2061,Jeff Reine-Adélaïde,FRA,MF,Troyes,Ligue 1,25,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,86.7,103.3,344.3333333,83.9,1263.3,346.7,46.7,56.7,82.4,30,33.3,90,3.33,11.1,3.33,11.1,100,0,0,10,0,0,13.3,103.3,103.3,0,0,0,0,0,0,0,0,0,0,86.7,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7,0,13.3,83.3,23.3,0,116.7,10,6.67,66.7,3.33,33.3,90,673.3,366.7,6.67,13.3,0,0,3.33,96.7,10,0,0,0,0,3.33,0,0,0,0,0,0,10,3.33,0,3.33,100
2062,Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,25,1998,14,1,336,3.7,0,2.7,1.89,70,0,0,20,0,0,0,77,88.9,24.02702703,86.6,1192.2,271.6,40.3,44.3,90.9,29.7,33.5,88.7,4.05,1.094594595,6.76,1.827027027,60,0,2.16,8.38,1.35,0.27,8.65,88.9,84.3,4.32,1.35,0.54,0,3.51,0.27,2.16,1.08,0.54,0,77,0.27,1.35,5.41,4.32,0.27,0.27,0.27,0,0.27,0.54,0.54,0,0,0,0,0,2.16,0.5837837838,1.35,62.50,0.27,1.35,0.54,1.35,2.43,55.6,1.08,1.08,0,0,1.08,1.62,0.4378378378,3.78,0,0,0,101.9,0.54,8.38,56.8,38.9,2.97,101.9,5.68,2.97,52.4,1.62,28.6,85.4,551.9,259.2,5.41,7.3,0.81,3.24,2.43,81.1,6.76,0.27,0,0,1.89,1.08,0,3.51,1.35,0,0,0,8.11,0.81,0.81,1.62,50
2063,Reinier,BRA,MFFW,Girona,La Liga,21,2002,7,3,313,3.5,1,1.14,0.57,50,0.25,0.5,8.3,0,0,0,26.6,33.1,9.457142857,80.2,337.4,90,18.3,20.6,88.9,7.71,9.14,84.4,0,0,0.57,0.1628571429,0,0,0.86,0.57,1.43,0,2.57,33.1,31.7,1.14,0.57,0.29,0.29,0,0,0,0,0,0,26.6,0.29,1.71,2.29,2,0,0.29,0,0,0,0,0,0,0,0,0,0,1.71,0.4885714286,1.14,66.67,1.14,0,0.57,0.29,1.14,25,0.86,0.86,0,0,0.86,0.29,0.08285714286,2,0.57,0.1628571429,0,45.1,0.86,6,21.4,18.3,2.86,45.1,2.86,1.43,50,1.43,50,28.6,136.3,48.6,1.14,1.71,0,3.71,2.57,36,2.57,0.29,0,0,0.57,2.29,0.29,0,1.14,0,0,0,4,0.29,1.43,1.72,16.7
2064,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,#DIV/0!,100,30,0,1,1,100,1,1,100,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,2,0,0,2,0,0,2,0,0,0,0,0,2,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Karim Rekik,NED,DF,Sevilla,La Liga,28,1994,10,9,664,7.4,1,0.68,0.14,20,0.2,1,10.8,0,0,0,59.9,63.6,8.594594595,94.1,1063.8,349.9,23.8,24.5,97.2,32,33.1,96.7,3.38,0.4567567568,5,0.6756756757,67.6,0.14,0.41,4.46,0.27,0.14,5,63.6,61.1,2.57,0.81,0,0.27,0.14,1.76,0,0,0,0,59.9,0,0,0.95,0.95,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.27,0.03648648649,0.14,51.85,0.27,0,0,0.14,0.27,50,0.14,0.54,0.14,0.01891891892,0.41,0.81,0.1094594595,1.08,1.76,0.2378378378,0,70,4.86,27.7,37.3,5.27,1.08,70,0.41,0.14,33.3,0.27,66.7,52,235.9,132.4,1.35,0.81,0.14,0.54,0.68,55.4,0.68,0.14,0,0,1.76,0.41,0,0.14,0.14,0,0,0,4.59,1.49,0.54,2.03,73.3
2066,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,25.6,36,1.8,71.1,786.4,596.5,4.05,4.1,98.8,11.6,11.8,97.9,9.9,0.495,19.6,0.98,50.4,0,0,0.9,0,0,0.05,36,26.4,9.2,3.2,0,0.05,0,0,0,0,0,0,25.6,0.35,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.0275,0.1,37.9,33.1,37.8,0.1,0,0,37.9,0,0,0,0,0,21.7,126.3,79.1,0,0,0,0.05,0,17.9,0,0.05,0,0,0,0,0,0,0,0,0,0,1.15,0.2,0,0.2,100
2067,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,24,1998,2,1,122,1.4,0,0.71,0,0,0,0,16.8,0,0,0,31.4,40,28.57142857,78.6,557.9,229.3,14.3,16.4,87,14.3,17.1,83.3,2.86,2.042857143,5,3.571428571,57.1,0,0.71,2.14,0,0,1.43,40,30.7,8.57,2.14,0,0.71,0,6.43,0,0,0,0,31.4,0.71,0.71,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0,0,3.57,2.55,2.86,80.11,1.43,1.43,0.71,2.14,2.14,100,0,2.86,0.71,0.5071428571,2.14,1.43,1.021428571,5,2.14,1.528571429,0,54.3,5.71,22.1,27.1,5,0.71,54.3,0.71,0.71,100,0,0,25,177.9,89.3,1.43,0,0,0,0.71,23.6,0,0,0,0,2.86,1.43,0,0,2.86,0,0,0,5,2.14,2.14,4.28,50
2068,Marco Reus,GER,MF,Dortmund,Bundesliga,33,1989,12,9,779,8.7,2,2.07,0.46,22.2,0.11,0.5,14.5,0.23,0,0,24,31.5,3.620689655,76.3,306.4,75.5,13.7,16.6,82.6,7.7,8.97,85.9,0.46,0.05287356322,1.72,0.1977011494,26.7,0.23,0.8,1.49,0.23,0,2.07,31.5,28.7,2.64,1.49,0,0.11,1.26,0.11,0.11,0,0,0,24,0.11,1.38,2.53,1.95,0.23,0,0.34,0,0,0.23,0.23,0,0,0,0,0,1.95,0.224137931,1.26,64.62,0.69,1.03,0.23,0.23,1.26,18.2,1.03,0.57,0.11,0.01264367816,0.46,0.23,0.02643678161,2.18,0.46,0.05287356322,0,41.6,0.92,6.09,19,17.1,3.56,41.6,1.26,0.46,36.4,0.69,54.5,24.8,124.3,58.2,2.07,1.61,0.57,2.18,1.03,28.4,4.94,0.23,0,0,1.49,1.26,0.34,1.26,1.26,0,0,0,3.22,0.46,1.61,2.07,22.2
2069,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,1,#DIV/0!,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,25,1997,19,19,1603,17.8,0,0.51,0.17,33.3,0,0,28.1,0,0,0,21,32.5,1.825842697,64.6,374.9,134.9,8.76,12,72.9,9.55,13.2,72.3,2.08,0.1168539326,4.78,0.2685393258,43.5,0,0.34,2.87,0.51,0.06,3.65,32.5,31,1.29,0.79,0.17,0.06,0.84,0.17,0.22,0.17,0,0,21,0.22,1.07,1.46,1.12,0,0,0.06,0.28,0,0,0,0,0,0,0,0,1.91,0.1073033708,1.29,67.54,0.62,0.9,0.39,1.07,2.25,47.5,1.18,1.35,0.45,0.02528089888,0.9,0.56,0.03146067416,2.47,1.69,0.09494382022,0,42.5,2.42,12.7,23,7.36,0.28,42.5,0.67,0.17,25,0.34,50,19.8,104.8,58.5,0.67,0.51,0,1.69,0.62,20.6,0.9,0.28,0,0,1.07,2.3,0,0.84,1.29,0,0,0,5.62,1.57,1.35,2.92,53.8
2071,Gio Reyna,USA,FWMF,Dortmund,Bundesliga,20,2002,14,4,503,5.6,5,2.68,1.07,40,0.27,0.67,16.1,0.18,0.18,0.18,31.1,40.2,7.178571429,77.3,448,116.6,18.2,21.4,85,9.11,12.3,73.9,1.43,0.2553571429,2.5,0.4464285714,57.1,0,1.43,1.43,1.96,0.36,3.57,40.2,36.4,3.57,1.43,0,0,2.32,1.43,0.71,0.18,0.54,0,31.1,0.18,1.07,2.86,2.32,0,0,0.36,0.18,0,0.36,0.18,0,0,0,0.18,0,1.79,0.3196428571,0.71,39.66,0.36,0.71,0.71,0.71,1.43,50,0.71,1.07,0.36,0.06428571429,0.71,0.54,0.09642857143,2.32,0.71,0.1267857143,0,54.1,0.89,5.71,22.3,26.6,5.36,53.9,3.04,1.07,35.3,1.61,52.9,36.4,205.9,98.4,3.21,2.68,1.07,1.79,2.68,41.4,7.86,0.18,0,0,0.71,2.32,0.18,2.32,0.71,0,0,0,3.21,0.89,1.96,2.85,31.3
2072,Chadi Riad,ESP,MF,Barcelona,La Liga,19,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,#DIV/0!,100,7,5,1,1,100,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,Nico Ribaudo,ESP,FWMF,Espanyol,La Liga,21,2001,14,6,381,4.2,0,1.9,0.24,12.5,0,0,23.4,0.24,0,0,22.1,28.8,6.857142857,76.9,339,59.5,11.9,14.3,83.3,7.86,9.76,80.5,1.43,0.3404761905,3.1,0.7380952381,46.2,0,0.48,1.67,0.24,0,1.43,28.8,27.4,1.43,0.48,0,0.24,1.19,0.71,0.24,0,0,0,22.1,0,0.71,1.9,1.19,0,0,0.24,0.24,0.24,0,0,0,0,0,0,0,1.43,0.3404761905,1.19,83.22,0.71,0.48,0.24,0.95,2.62,36.4,1.67,0.95,0,0,0.95,0.24,0.05714285714,1.67,0.24,0.05714285714,0,41,0.48,4.52,20.7,16.9,1.43,41,4.05,1.9,47.1,1.67,41.2,25.7,167.9,78.6,3.1,2.38,0.71,3.1,0.71,27.4,5.95,0.48,0,0,2.86,2.86,0.24,1.19,1.19,0,0,0,5.24,1.19,3.33,4.52,26.3
2074,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,8,4,454,5,1,0.4,0.2,50,0.5,1,5.8,0,0,0,58.8,65,13,90.5,1019,436.6,24.8,26.4,93.9,27.8,29.4,94.6,4,0.8,6,1.2,66.7,0,0,2.4,0,0,2.6,65,61.4,3.2,1.4,0,0.2,0.2,0,0,0,0,0,58.8,0.4,0.6,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.4,70.00,1.2,0.8,0,1,1.4,71.4,0.4,0.4,0,0,0.4,1.2,0.24,3.2,3.8,0.76,0,73.6,10.4,41.8,31.2,1.2,0.4,73.6,0.8,0.4,50,0.4,50,56.6,279.2,104,0.6,0.4,0,0.4,0.8,50.8,0,0.2,0,0,0.4,0.8,0,0.2,1.4,0,0,0,7.2,0.8,1.6,2.4,33.3
2075,Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,47.5,55,137.5,86.4,587.5,47.5,27.5,30,91.7,17.5,20,87.5,0,0,0,0,0,0,0,5,0,0,2.5,55,52.5,0,0,0,0,0,0,0,0,0,0,47.5,2.5,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,70,0,7.5,40,25,0,70,7.5,0,0,7.5,100,37.5,302.5,167.5,2.5,2.5,0,0,2.5,60,10,0,0,0,0,2.5,0,0,0,0,0,0,5,0,0,0,0
2076,Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,15,13,1197,13.3,1,0.83,0.3,36.4,0.09,0.25,22.2,0,0,0,46.7,52.6,3.954887218,88.8,795.6,189.7,21.2,23.5,90.4,20.3,21.6,94.1,3.53,0.2654135338,4.59,0.345112782,77,0.08,0.6,4.74,0.6,0.08,4.74,52.6,50.2,2.11,1.88,0.15,0.3,0.68,0.08,0.15,0.08,0.08,0,46.7,0.23,0.53,1.88,1.5,0,0.08,0.15,0.15,0,0.08,0,0,0,0.08,0,0,1.13,0.08496240602,0.53,46.90,0.53,0.3,0.3,0.75,0.9,83.3,0.15,1.13,0.3,0.02255639098,0.83,0.75,0.05639097744,1.88,1.05,0.07894736842,0,60.8,2.41,10.9,39.3,11.1,0.38,60.8,1.13,0.38,33.3,0.53,46.7,38.7,205.2,89.3,1.88,1.28,0.08,0.9,0.83,43.4,0.9,0.3,0,0,0.98,2.63,0,0.68,0.53,0,0,0,6.32,0.38,0.38,0.76,50
2077,Declan Rice,ENG,MF,West Ham,Premier League,24,1999,22,22,1980,22,1,1.14,0.18,16,0.04,0.25,24.9,0,0,0.05,52.8,60.2,2.736363636,87.8,968.8,263.8,24.4,27.4,89.2,21,22,95.5,6.55,0.2977272727,8.86,0.4027272727,73.8,0.05,1.18,7.05,0.36,0.14,7.09,60.2,58.6,1.5,1.23,0.09,1.86,1,0.09,0.18,0.14,0,0,52.8,0.05,0.73,3,2.59,0.09,0.05,0.05,0.09,0.14,0.14,0.14,0,0,0,0,0,2.32,0.1054545455,0.95,40.95,1.09,1.14,0.09,0.77,1.14,68,0.36,1.14,0.45,0.02045454545,0.68,1.59,0.07227272727,3.91,1.55,0.07045454545,0,69.2,3.09,17.8,41,11.7,0.64,69.1,1.27,0.64,50,0.5,39.3,40.1,246,136,2.5,2.05,0.05,0.73,0.64,46.5,1.05,0.14,0,0,0.77,0.23,0.05,1,0.95,0,0,0,9.41,1.05,0.68,1.73,60.5
2078,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,7,3,348,3.9,0,1.03,0,0,0,0,9.1,0,0,0,29,35.1,9,82.5,566.7,174.4,8.97,11.3,79.5,16.2,17.9,90,3.85,0.9871794872,5.9,1.512820513,65.2,0,0.26,1.79,0,0,2.05,35.1,34.1,1.03,0.77,0,0,0,0.26,0,0,0,0,29,0,0,0.51,0.26,0,0,0.26,0,0,0,0,0,0,0,0,0,1.79,0.458974359,1.28,71.51,1.54,0.26,0,1.03,1.54,66.7,0.51,2.31,0.26,0.06666666667,2.05,2.05,0.5256410256,3.85,6.67,1.71025641,0,50.3,10,26.2,19.5,4.62,1.28,50.3,0,0,0,0,0,19.7,79.7,38.7,0.26,0.26,0,0.26,0.26,25.6,0.26,0,0,0,0.26,0.26,0.26,0,1.28,0,0,0,2.05,2.31,0.51,2.82,81.8
2079,Richarlison,BRA,MFFW,Tottenham,Premier League,25,1997,14,5,503,5.6,0,2.5,0.89,35.7,0,0,12.7,0,0,0,20.7,28,5,73.9,314.6,89.5,11.1,14.6,75.6,6.25,8.04,77.8,1.61,0.2875,2.14,0.3821428571,75,0.36,1.61,1.79,1.43,0.36,3.39,28,27.1,0.89,0,0.54,0.18,1.43,0,0,0,0,0,20.7,0,0.89,3.39,2.32,0,0,0.18,0.89,0,0.54,0.36,0,0,0,0.18,0,1.61,0.2875,1.07,66.46,0.71,0.54,0.36,1.07,2.32,46.2,1.25,1.61,0.18,0.03214285714,1.43,0.71,0.1267857143,2.32,1.07,0.1910714286,0,43.9,1.25,8.75,16.4,19.3,5.18,43.9,2.86,0.71,25,1.96,68.8,26.8,154.3,70,2.5,2.32,0.71,3.57,2.14,30.9,7.86,0.36,0,0,1.25,2.14,0.54,1.43,1.07,0.18,0,0,5.54,0.71,1.61,2.32,30.8
2080,Marco Richter,GER,MFFW,Hertha BSC,Bundesliga,25,1997,16,9,860,9.6,3,2.92,0.94,32.1,0.11,0.33,22.6,0.21,0,0,18.9,30.6,3.1875,61.6,308.6,100.8,9.17,11.4,80.7,6.46,10.2,63.3,1.98,0.20625,5,0.5208333333,39.6,0.21,0.83,1.35,1.15,0.31,2.71,30.6,27.4,3.02,0.73,0,0.31,3.75,1.04,1.25,0.21,1.04,0,18.9,0.21,2.08,2.71,1.46,0.42,0.31,0.42,0,0.1,0.52,0.42,0,0,0.1,0,0,2.19,0.228125,0.94,42.92,1.04,0.83,0.31,1.04,2.08,50,1.04,1.56,0,0,1.56,0.83,0.08645833333,3.02,1.46,0.1520833333,0,47.9,1.67,8.13,20.7,20.1,2.19,47.9,4.58,1.77,38.6,1.98,43.2,25.8,132.7,53,1.88,1.15,0.42,3.02,1.88,26.4,5.1,0.31,0,0,1.88,1.98,0.31,3.75,0.94,0,0,0,8.23,0.52,1.15,1.67,31.3
2081,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,13,11,1044,11.6,0,0.34,0.09,25,0,0,30.6,0,0,0,41,54.6,4.706896552,75.2,689.9,317.6,20.3,23.2,87.4,17.3,22.4,77.3,2.76,0.2379310345,6.9,0.5948275862,40,0,0.43,3.02,1.03,0.34,3.1,54.6,41.9,12.3,1.21,0,0.34,2.76,11.1,0,0,0,0,41,0.34,0.69,1.9,1.38,0.17,0.09,0.09,0,0.17,0.09,0.09,0,0,0,0,0,1.72,0.1482758621,1.12,65.12,0.69,0.6,0.43,0.43,0.95,45.5,0.52,0.6,0.17,0.01465517241,0.43,1.64,0.1413793103,3.36,3.36,0.2896551724,0,66.2,3.79,21.2,28.9,16.8,0.52,66.2,1.72,0.86,50,0.6,35,30.8,152.8,71.8,1.72,1.64,0,1.64,0.6,33.8,4.4,0.17,0,0,1.38,1.81,0,2.76,1.12,0,0,0,5.6,1.29,0.52,1.81,71.4
2082,Jaïro Riedewald,NED,DFFW,Crystal Palace,Premier League,26,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,52,70,140,74.3,702,148,34,36,94.4,18,26,69.2,0,0,4,8,0,0,0,2,0,0,0,70,56,14,4,0,0,0,8,2,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,50.00,4,0,0,0,2,0,2,2,0,0,2,0,0,4,8,16,0,84,12,32,32,20,0,84,0,0,0,0,0,34,146,92,2,2,0,0,0,44,2,0,0,0,2,0,0,0,2,0,0,0,8,2,2,4,50
2083,Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,31.6,52.4,2.62,60.3,1249.3,1089.2,2.65,2.7,98.1,8.65,8.9,97.2,20.3,1.015,40.3,2.015,50.4,0,0.1,3.95,0.25,0.05,0.65,52.4,38.5,13.4,5.6,0,0.85,0.05,0,0,0,0,0,31.6,0.4,0.15,0.65,0.45,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.005,0.05,50.00,0.1,0,0,0.1,0.1,100,0,0.05,0,0,0.05,0.15,0.0075,0.25,0.75,0.0375,0.2,56.1,35.8,51.7,4.6,0,0,56.1,0,0,0,0,0,32.3,173.7,113.8,0,0,0,0,0,26.1,0,0.05,0,0,0.05,0.1,0,0.05,0.05,0,0.05,0,3,0.3,0.1,0.4,75
2084,Tomás Rincón,VEN,MF,Sampdoria,Serie A,35,1988,18,16,1324,14.7,0,0.61,0.2,33.3,0,0,21.8,0,0,0,34.5,42.7,2.904761905,80.9,587.5,168.8,16.8,19.1,87.9,13.5,15.8,85.3,3.33,0.2265306122,5.92,0.4027210884,56.3,0.14,0.95,5.03,1.02,0.2,4.97,42.7,41,1.5,0.95,0.07,0.68,0.75,0.27,0.07,0,0.07,0,34.5,0.2,0.27,1.7,1.56,0,0,0,0,0.14,0.2,0.14,0,0,0,0,0.07,2.38,0.1619047619,1.16,48.74,0.82,1.16,0.41,1.22,1.97,62.1,0.75,1.22,0,0,1.22,1.29,0.08775510204,3.67,0.48,0.03265306122,0,52.1,0.82,8.03,32.7,12.1,0.88,52.1,1.29,0.61,47.4,0.61,47.4,29.6,134,60.7,1.09,1.29,0.2,1.09,0.95,34.4,2.11,0.2,0.07,0,1.84,1.02,0,0.75,1.16,0,0,0,5.71,1.16,0.54,1.7,68
2085,Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,4,3,331,3.7,0,0,0,0,0,0,0,0,0,0,28.4,33.5,9.054054054,84.7,648.1,521.6,5.95,6.22,95.7,16.5,17,96.8,5.68,1.535135135,10,2.702702703,56.8,0,0,0,0,0,0.27,33.5,24.9,8.65,2.16,0,0,0,0,0,0,0,0,28.4,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07297297297,0,0.00,0.27,0,0,0.27,0.27,100,0,0,0,0,0,0,0,0.27,0.54,0.1459459459,0,35.9,29.2,35.7,0.27,0,0,35.9,0,0,0,0,0,24.9,97,54.9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0
2086,Renaud Ripart,FRA,FWMF,Troyes,Ligue 1,29,1993,19,11,1010,11.2,3,2.77,0.98,35.5,0.1,0.27,16.2,0,0,0,21.6,31.4,2.803571429,6.88E+01,303.4,70.9,12.1,15.4,78.5,7.05,10.3,68.7,0.89,0.07946428571,2.23,0.1991071429,40,0.09,1.61,1.96,0.8,0.09,3.13,31.4,29.4,1.96,0.09,0.09,0.09,1.52,0.98,0,0,0,0,21.6,0.09,0.8,3.04,2.05,0,0.18,0.45,0.36,0.00E+00,0.63,0.18,0,0.09,0.18,0.18,0,2.77,0.2473214286,1.79,64.62,1.07,1.25,0.45,1.25,3.13,40,1.88,1.43,0.00E+00,0.00E+00,1.43,0.54,0.04821428571,3.3,0.36,0.03214285714,0,46.8,0.8,5.89,22.8,18.9,4.11,46.8,3.04,0.89,29.4,1.79,5.88E+01,33.2,194.4,77.5,1.96,1.07,0.63,2.32,1.61,32.9,6.79,0.27,0,0,2.05,1.88,0.36,1.52,1.79,0,0,0,3.93,3.04,4.46,7.5,40.5
