Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
2027,Ionu? Radu,ROU,GK,Auxerre,Ligue 1,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,25.7,34.7,11.56666667,74,722,540.7,3,3,100,14.3,14.3,100,8,2.666666667,17,5.666666667,47.1,0,0,1,0,0,0,34.7,27.3,7.33,2.33,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29.7,35.3,0.67,0,0,36,0,0,0,0,0,28.7,141,91.3,0,0,0,0.33,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0
2028,Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,20,20,1800,20,1,0.3,0.15,50,0.17,0.33,17.1,0,0,0,31.4,36.6,1.83,85.8,666.4,233.3,7.5,8.6,87.2,20.1,21.2,94.6,3.65,0.1825,5.9,0.295,61.9,0,0.1,1.25,0,0,1.65,36.6,34.4,2.1,1.95,0,0,0,0.1,0,0,0,0,31.4,0.15,0.3,0.35,0.25,0,0,0.05,0.05,0,0.15,0.1,0,0,0,0.05,0,1.2,0.06,0.8,66.67,1,0.2,0,0.4,0.55,72.7,0.15,1.3,0.95,0.0475,0.35,0.95,0.0475,2.15,5,0.25,0,47,8.1,26.5,19.8,1.3,0.7,47,0.1,0.05,50,0.05,50,25.4,158.1,92.8,0.25,0.1,0,0.3,0.1,25.3,0.1,0.3,0,0,1.2,0.8,0.05,0,0.8,0.05,0,0,4.25,2,1.55,3.55,56.3
2029,Predrag Rajkovi?,SRB,GK,Mallorca,La Liga,27,1995,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,21.6,33.9,1.614285714,63.6,768,624.6,2.67,2.71,98.2,8.1,8.19,98.8,10.6,0.5047619048,22.7,1.080952381,46.5,0,0.05,1.05,0,0,0.05,33.9,21,12.9,3.48,0,0.1,0,0,0,0,0,0,21.6,0.05,0,0.24,0.19,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.57,0.02714285714,0,36.1,29.4,35.8,0.38,0,0,36.1,0.19,0.14,75,0.05,25,18.2,122.4,73.3,0,0,0,0.1,0.05,13.6,0,0.1,0,0,0.05,0.14,0,0,0,0,0.05,0,0.71,0.05,0,0.05,100
2030,Ivan Rakiti?,CRO,MF,Sevilla,La Liga,34,1988,17,11,945,10.5,1,1.62,0.57,35.3,0,0,25.4,0.38,0.1,0.1,54.2,66.3,6.314285714,8.18E+01,920.2,245,28.6,32,89.3,19,21.5,88.1,5.24,0.499047619,8.86,0.8438095238,59.1,0.19,1.43,6.1,1.24,0.29,7.52,66.3,61.6,4.38,2.38,0.1,1.43,2.76,0.86,1.05,0.19,0.67,0,54.2,0.29,1.43,3.14,2,0.67,0,0.1,0.29,1.00E-01,0.29,0.1,0.19,0,0,0,0,2.29,0.2180952381,1.43,62.45,0.48,1.05,0.76,0.95,2,47.6,1.05,1.24,0.00E+00,0.00E+00,1.24,1.24,0.1180952381,3.52,1.05,0.1,0,76.6,1.24,12,40.3,24.8,2.19,76.5,0.67,0.1,14.3,0.38,5.71E+01,47.3,204.4,112.9,2.57,1.9,0.19,1.24,0.67,55.5,5.9,0.29,0.1,0,1.14,1.33,0.1,2.76,1.43,0,0,0,6,1.05,0.67,1.72,61.1
2031,Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,21,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,21,25,25,84,501,271,5,5,100,12,12,100,4,4,8,8,50,0,0,0,0,0,0,25,19,6,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,27,28,0,0,0,28,0,0,0,0,0,18,95,66,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,100
2032,Largie Ramazani,BEL,FWMF,Almería,La Liga,21,2001,19,12,1039,11.5,2,2.52,1.22,48.3,0.07,0.14,20.7,0.09,0,0.09,13.9,20.5,1.782608696,67.8,224.8,58.1,7.65,10.1,75.9,4.78,6.35,75.3,1.13,0.09826086957,2,0.1739130435,56.5,0,0.78,1.39,0.7,0,2,20.5,18.9,1.22,0.09,0.17,0.09,1.3,0.26,0.09,0.09,0,0,13.9,0.43,1.22,2.35,1.48,0,0.52,0.26,0,0.09,0.09,0,0,0,0.09,0,0,0.87,0.07565217391,0.61,70.11,0.35,0.09,0.43,0.61,1.48,41.2,0.87,0.7,0,0,0.7,0.52,0.0452173913,1.39,0.17,0.0147826087,0,31.4,0.43,4.78,11.9,15.7,3.22,31.3,4.26,1.91,44.9,2,46.9,21.2,174.5,85.5,3.83,2.17,1.39,2.61,1.3,22.9,6,0.35,0,0,1.83,0.87,0.87,1.3,0.61,0,0,0,4,0.17,1.04,1.21,14.3
2033,Adil Rami,FRA,DF,Troyes,Ligue 1,37,1985,7,5,539,6,0,0.67,0.33,50,0,0,33.4,0,0,0,31.5,37.2,6.2,84.8,650.5,321.3,10.3,11.2,92.5,15.3,17.3,88.5,5.17,0.8616666667,7.67,1.278333333,67.4,0,0.17,2.17,0.17,0.17,1.5,37.2,34.2,3,2.5,0,0.5,0.5,0.33,0,0,0,0,31.5,0,0.17,0.83,0.67,0,0,0,0,0.17,0,0,0,0,0,0,0,1.5,0.25,1.17,78.00,1,0.33,0.17,1.33,2.33,57.1,1,0.33,0.17,0.02833333333,0.17,1.5,0.25,3,3.33,0.555,0.17,45.7,8,26.7,16.7,2.67,0.5,45.7,0.17,0,0,0,0,31.2,150.3,66.7,0.17,0.5,0,0.5,0,27,0.17,0.17,0,0,0.83,0.67,0.17,0.5,1.17,0,0,0,4.33,1.67,1.33,3,55.6
2034,Chris Ramos,ESP,MF,Cádiz,La Liga,26,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,10,15,75,66.7,90,0,5,5,100,0,5,0,0,0,0,0,0,0,5,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,15,10,30,0,0,0,0,0,20,50,15,0,0,0,5,0,25,10,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0
2035,Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,20,18,1534,17,0,0.59,0.24,40,0,0,11.7,0,0,0,82.6,87.2,5.129411765,94.7,1542.3,488.2,31.4,32.8,95.5,39.6,40.8,97.1,9.18,0.54,10.4,0.6117647059,88.6,0.06,0.12,7.12,0.29,0.12,6.24,87.2,83.8,3.29,1.88,0,1.71,0.65,1.41,0,0,0,0,82.6,0.06,0.53,0.82,0.65,0,0,0.12,0.06,0,0.06,0.06,0,0,0,0,0,1.41,0.08294117647,1,70.92,0.65,0.65,0.12,1.06,1.76,60,0.71,1.06,0.47,0.02764705882,0.59,1.18,0.06941176471,2.59,2.24,0.1317647059,0.12,94.6,9.41,34.9,53,7.12,0.94,94.6,0.71,0.29,41.7,0.29,41.7,78.8,381.2,181.9,0.53,0.82,0.18,0.18,0.29,74.5,0.41,0.18,0.06,0,1.18,0.94,0.18,0.65,1,0.06,0,0,6.53,1.53,1.24,2.77,55.3
2036,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24,1998,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,19.2,28.9,1.376190476,66.5,500.1,353,5.05,5.29,95.5,8.52,8.67,98.4,5.62,0.2676190476,14.8,0.7047619048,38.1,0,0,0.86,0.1,0,0.24,28.9,22.7,6.1,2.24,0,0.24,0,0,0,0,0,0,19.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.002380952381,0.05,100.00,0.05,0,0,0.05,0.05,100,0,0,0,0,0,0,0,0.05,0.62,0.02952380952,0.19,31,22.4,30.4,0.57,0,0,31,0.05,0.05,100,0,0,19,106.9,68.1,0,0.05,0,0,0,15.9,0,0,0,0,0,0.14,0,0,0.05,0,0,0,0.67,0.14,0,0.14,100
2037,Aaron Ramsey,WAL,MF,Nice,Ligue 1,32,1990,18,11,1017,11.3,1,1.5,0.53,35.3,0.06,0.17,14.1,0.09,0,0,47.4,56,4.955752212,84.7,801.3,194.5,21.9,23.7,92.5,18.3,21.3,85.9,4.78,0.4230088496,7.7,0.6814159292,62.1,0.09,1.5,3.63,0.97,0.09,5.58,56,51.4,4.51,2.12,0.35,0.71,2.48,0.44,1.95,0.71,0.8,0,47.4,0.09,0.53,3.19,1.86,0.88,0,0.35,0.09,0,0.27,0.09,0.09,0,0,0.09,0,3.19,0.282300885,1.68,52.66,1.24,1.33,0.62,0.97,2.04,47.8,1.06,1.5,0.27,0.02389380531,1.24,1.06,0.09380530973,4.25,1.15,0.1017699115,0,67.8,2.65,13,38.1,17.5,2.57,67.8,1.77,1.06,60,0.35,20,48.8,241.5,92.1,0.97,1.33,0.35,1.15,1.95,45.2,3.89,0.09,0,0,1.15,1.33,0.27,2.48,1.68,0.09,0,0,7.17,0.35,0.71,1.06,33.3
2038,Jacob Ramsey,ENG,MF,Aston Villa,Premier League,21,2001,18,15,1236,13.7,2,0.88,0.51,58.3,0.17,0.29,19.2,0,0,0,30.3,36.6,2.671532847,82.7,424.8,104.8,18.2,20.8,87.4,9.2,10.8,85.1,1.53,0.1116788321,2.12,0.1547445255,72.4,0.15,1.24,3.28,0.8,0,3.87,36.6,36.2,0.15,0.15,0,0,0.58,0,0,0,0,0,30.3,0.29,0.8,2.77,2.26,0,0.07,0.07,0.29,0.07,0.22,0.15,0,0,0,0.07,0,2.85,0.2080291971,1.82,63.86,1.09,1.31,0.44,1.02,1.97,51.9,0.95,2.34,0.36,0.02627737226,1.97,1.09,0.0795620438,3.94,0.95,0.06934306569,0,49.6,1.9,8.69,26.4,15.2,2.26,49.6,1.46,0.44,30,0.51,35,28.6,171.2,82.8,2.92,1.97,0.58,2.63,1.24,32.3,4.23,0.29,0,0,1.09,1.9,0.07,0.58,1.82,0,0,0.07,5.26,0.66,1.53,2.19,30
2039,Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,2,2,175,1.9,0,0,0,0,0,0,0,0,0,0,40.5,51.1,26.89473684,79.4,837.4,240,8.95,10,89.5,26.3,28.9,90.9,5.26,2.768421053,10,5.263157895,52.6,0,0.53,2.11,0,0,2.11,51.1,50.5,0.53,0.53,0,0.53,0,0,0,0,0,0,40.5,0,1.05,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.110526316,1.05,49.76,1.05,1.05,0,1.58,2.63,60,1.05,0,0,0,0,2.63,1.384210526,4.74,3.68,1.936842105,0.53,61.6,6.32,31.6,28.9,1.05,0.53,61.6,1.05,0.53,50,0.53,50,37.4,204.2,100,0.53,0,0,1.05,0,41.6,0,0,0,0,1.05,1.05,0.53,0,1.05,0,0,0,4.21,2.11,5.26,7.37,28.6
2040,Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0,0,32,38,76,84.2,694,218,4,4,100,22,24,91.7,4,8,8,16,50,0,0,4,0,0,0,38,30,8,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,33.33,2,4,0,6,8,75,2,10,10,20,0,0,0,6,14,28,0,70,26,56,14,0,0,70,0,0,0,0,0,22,126,44,0,0,0,0,0,26,0,0,0,0,4,0,0,0,2,0,0,0,2,2,4,6,33.3
2041,Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,11,5,477,5.3,1,2.45,0.94,38.5,0.08,0.2,26.9,0.75,0,0,31.5,40,7.547169811,78.8,614.7,185.5,13.4,15.1,88.8,12.8,15.7,81.9,4.91,0.9264150943,7.55,1.424528302,65,0,1.13,3.58,0.94,0.19,4.15,40,37.7,2.26,1.13,0.57,1.51,2.45,0.38,0.75,0,0.75,0,31.5,0,0.75,2.45,0.94,0.75,0.19,0.38,0.19,0,0.19,0.19,0,0,0,0,0,1.89,0.3566037736,1.13,59.79,0.94,0.57,0.38,0.75,1.89,40,1.13,0.94,0.19,0.0358490566,0.75,0.75,0.141509434,2.64,0.94,0.1773584906,0,51.3,2.26,11.9,26.4,14,0.38,51.3,2.45,1.32,53.8,0.57,23.1,33.2,210,98.7,1.51,2.26,0,1.51,1.51,37,1.89,0.19,0,0,0.94,1.89,0,2.45,1.13,0,0,0,5.28,0.19,1.13,1.32,14.3
2042,Lilian Raolisoa,FRA,MFDF,Angers,Ligue 1,22,2000,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,66,74,148,89.2,1106,208,30,32,93.8,30,34,88.2,6,12,8,16,75,0,2,0,4,2,4,74,64,10,4,0,0,4,6,0,0,0,0,66,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,100.00,0,0,2,2,2,100,0,0,0,0,0,4,8,6,0,0,0,86,2,14,38,34,0,86,2,0,0,0,0,72,408,60,2,6,0,0,4,62,10,0,0,0,0,2,0,4,2,0,0,0,10,0,0,0,0
2043,Raphinha,BRA,FW,Barcelona,La Liga,26,1996,19,11,959,10.7,4,3.64,1.03,28.2,0.1,0.36,17.7,0.47,0,0,43.8,59,5.514018692,74.3,758.1,182.5,22.5,26.1,86.4,13.8,17.1,80.9,5.7,0.5327102804,10.7,1,53,0.37,2.62,1.78,3.93,0.93,5.61,59,50.6,7.94,1.5,0.37,1.68,7.76,1.31,5.14,1.78,1.68,0.09,43.8,0.47,1.68,5.33,3.64,1.03,0.09,0.37,0.09,0.09,0.84,0.84,0,0,0,0,0,1.21,0.1130841121,1.03,85.12,0.19,0.28,0.75,0.56,1.31,42.9,0.75,1.68,0.09,0.008411214953,1.59,0.75,0.07009345794,1.96,0.75,0.07009345794,0,74.2,0.84,3.64,23.5,47.7,7.48,74.2,3.93,1.68,42.9,1.78,45.2,48.9,264.2,132.8,5.33,2.9,3.74,3.36,0.93,54.3,15.9,0.28,0,0,0.75,1.59,0.84,7.76,1.03,0,0,0,4.49,0.37,0.47,0.84,44.4
2044,Nicolai Rapp,GER,MFDF,Werder Bremen,Bundesliga,26,1996,7,0,71,0.8,0,1.25,0,0,0,0,12.3,0,0,0,58.8,73.8,92.25,79.7,1131.3,347.5,25,30,83.3,21.3,26.3,81,10,12.5,13.8,17.25,72.7,0,0,3.75,1.25,0,6.25,73.8,70,3.75,2.5,0,1.25,1.25,1.25,0,0,0,0,58.8,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.6875,1.25,33.33,3.75,0,0,0,3.75,0,3.75,0,0,0,0,0,0,3.75,1.25,1.5625,0,85,2.5,30,45,10,3.75,85,1.25,0,0,1.25,100,41.3,167.5,57.5,1.25,0,1.25,0,0,48.8,0,0,0,0,2.5,0,0,1.25,1.25,0,0,0,7.5,1.25,2.5,3.75,33.3
2045,Elba Rashani,KVX,MFDF,Clermont Foot,Ligue 1,29,1993,20,15,1286,14.3,2,1.4,0.56,40,0.1,0.25,13.2,0,0,0,22.5,31.5,2.202797203,71.6,315.8,69.4,12.5,15.1,82.9,7.97,10.2,78.1,0.63,0.04405594406,2.31,0.1615384615,27.3,0.07,0.63,1.33,0.35,0.07,1.96,31.5,29.9,1.4,0.28,0,0.14,2.73,1.05,0.07,0,0,0,22.5,0.14,1.89,1.33,0.98,0,0.07,0.21,0.07,0,0.14,0.07,0,0,0.07,0,0,1.4,0.0979020979,0.77,55.00,0.42,0.7,0.28,0.42,1.05,40,0.63,1.05,0.14,0.00979020979,0.91,0.98,0.06853146853,2.38,0.91,0.06363636364,0,42.5,1.33,8.46,18.3,16.6,3.85,42.5,2.24,0.7,31.3,1.19,53.1,29.5,186.2,74.3,2.38,1.4,1.19,2.17,0.84,26.9,6.5,0.07,0,0,1.33,1.19,0.14,2.73,0.77,0.07,0,0,5.03,0.84,1.61,2.45,34.3
2046,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,22,20,1795,19.9,11,3.02,1.31,43.3,0.18,0.42,15.9,0.2,0,0,19.4,25.8,1.296482412,75.3,280.3,66.2,12.6,15,84.2,4.62,5.73,80.7,1.31,0.06582914573,2.21,0.1110552764,59.1,0.15,0.85,1.06,1.61,0.1,2.61,25.8,25.3,0.35,0,0.1,0.15,0.8,0.25,0,0,0,0,19.4,0.2,1.11,2.66,1.76,0,0.4,0.35,0.1,0.05,0.4,0.25,0,0.1,0,0.05,0,0.8,0.04020100503,0.3,37.50,0.25,0.35,0.2,0.3,0.7,42.9,0.4,1.21,0.15,0.007537688442,1.06,0.25,0.01256281407,1.06,0.3,0.01507537688,0,38.2,0.5,3.32,14.7,21,5.48,38.2,3.77,1.31,34.7,2.06,54.7,23.1,148.4,69.2,2.51,1.61,1.51,2.61,1.36,29.5,7.44,0.1,0,0,0.4,0.75,0.45,0.8,0.3,0,0,0,2.96,0.85,1.51,2.36,36.2
2047,Giacomo Raspadori,ITA,FWMF,Napoli,Serie A,22,2000,14,7,572,6.4,1,3.91,1.88,48,0.04,0.08,17.1,0.47,0,0,35,45.9,7.171875,76.2,543.3,86.4,18,21.6,83.3,11.9,14.1,84.4,2.5,0.390625,5.47,0.8546875,45.7,0,1.25,1.25,0.78,0,2.66,45.9,42.7,3.28,1.09,0,0.94,2.03,0.16,1.25,0.63,0.16,0,35,0,1.56,3.59,2.5,0.31,0,0.63,0.16,0,0,0,0,0,0,0,0,1.25,0.1953125,1.09,87.20,0,0.78,0.47,0.31,0.94,33.3,0.63,0.94,0,0,0.94,0.31,0.0484375,1.56,0.31,0.0484375,0,58.9,0.31,5,26.3,27.8,5.63,58.9,2.03,0.47,23.1,1.25,61.5,37,147.5,49.8,1.25,0.94,0.63,3.28,1.41,45.8,8.13,0.16,0,0,0.78,0.78,0.16,2.03,1.09,0,0,0,3.13,0.16,0.94,1.1,14.3
2048,Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,20,24,48,83.3,414,66,4,4,100,12,14,85.7,2,4,4,8,50,0,0,2,0,0,4,24,18,6,0,0,0,2,0,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,16,4,30,0,0,0,0,0,20,66,12,0,2,0,4,2,24,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2049,Rafael Ratão,BRA,FW,Toulouse,Ligue 1,27,1995,17,16,1147,12.7,4,1.34,0.71,52.9,0.24,0.44,12.2,0,0,0,27.7,38.5,3.031496063,72,393.1,106.5,16.2,20.8,78,8.03,11.4,70.3,1.65,0.1299212598,2.91,0.2291338583,56.8,0.16,1.34,2.2,1.65,0.47,4.25,38.5,37.4,0.87,0.08,0.24,0.16,2.36,0.71,0,0,0,0,27.7,0.24,0.71,2.83,2.28,0,0.08,0.31,0.08,0.08,0.16,0.16,0,0,0,0,0,2.68,0.211023622,2.13,79.48,1.1,1.18,0.39,1.34,2.6,51.5,1.26,2.05,0,0,2.05,1.18,0.09291338583,3.86,0.24,0.0188976378,0,53.3,0.55,6.93,24.4,23,3.15,53.3,4.49,1.57,35.1,2.2,49.1,40.9,262.8,104.2,3.07,1.73,0.47,2.52,1.57,37.6,11,0.08,0,0,1.5,1.89,0.08,2.36,2.13,0,0,0,5.75,0.63,0.87,1.5,42.1
2050,David Raum,GER,DFFW,RB Leipzig,Bundesliga,24,1998,19,14,1183,13.1,0,0.69,0.15,22.2,0,0,25.2,0,0,0,43,58.5,4.465648855,73.4,716.9,218.1,22.1,24.8,89.2,16,20.7,77.5,3.82,0.2916030534,9.54,0.7282442748,40,0.08,1.53,2.21,1.22,0.76,3.05,58.5,46.9,11.6,0.99,0.23,0.23,7.63,7.94,2.67,0.99,1.53,0,43,0.08,2.21,2.67,1.3,0.99,0.23,0.08,0.08,0,0.15,0.08,0.08,0,0,0,0,2.37,0.1809160305,1.37,57.81,1.45,0.69,0.23,0.92,1.53,60,0.61,1.37,0.38,0.02900763359,0.99,1.07,0.08167938931,3.44,1.37,0.1045801527,0.08,68.8,2.29,18.1,27.9,23.4,1.53,68.8,1.91,0.38,20,1.3,68,35,155.7,86,2.21,0.92,0.53,0.99,0.61,41.6,6.72,0.15,0,0,1.22,0.99,0.08,7.63,1.37,0,0.08,0,5.19,0.84,0.69,1.53,55
2051,Rayan Raveloson,MAD,MFDF,Auxerre,Ligue 1,26,1997,18,11,1011,11.2,0,1.25,0.09,7.1,0,0,18.1,0.09,0,0,31.8,38.3,3.419642857,83,568.8,195.3,12.8,14.6,87.7,13.6,16,84.9,3.48,0.3107142857,4.91,0.4383928571,70.9,0,0.45,2.86,0.54,0.36,3.93,38.3,34.7,3.48,0.45,0,0.8,1.34,3.04,0,0,0,0,31.8,0.09,0.71,1.61,1.52,0,0,0.09,0,0,0,0,0,0,0,0,0,1.52,0.1357142857,0.8,52.63,0.89,0.54,0.09,0.89,1.16,76.9,0.27,1.07,0.09,0.008035714286,0.98,1.88,0.1678571429,3.39,1.88,0.1678571429,0,50,3.48,13.4,25.2,11.7,1.88,50,1.25,0.27,21.4,0.63,50,32.9,190,83.9,1.34,1.52,0.36,1.96,0.8,28.6,2.59,0,0,0,1.25,1.43,0.09,1.34,0.8,0,0,0,5.8,0.89,0.8,1.69,52.6
2052,David Raya,ESP,GK,Brentford,Premier League,27,1995,22,22,1980,22,0,0,0,0,0,0,0,0,0,0,26.9,42.6,1.936363636,63.2,921,727.8,3.73,3.91,95.3,10.4,10.6,97.4,12.8,0.5818181818,27.9,1.268181818,45.8,0,0.09,1.95,0.14,0,0.36,42.6,30,12.5,4.73,0,0.55,0,0,0,0,0,0,26.9,0.09,0.05,0.32,0.18,0.14,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0.09,0,0.09,0.05,0,0,0.05,0,0,0,0.27,0.01227272727,0.05,45,32.6,42.3,2.82,0,0,45,0.05,0.05,100,0,0,27.3,168.9,111.4,0,0,0,0,0,19.7,0,0.05,0,0,0,0.09,0,0,0,0,0,0,1.27,0.5,0.05,0.55,91.7
2053,Tim Ream,USA,DF,Fulham,Premier League,35,1987,23,23,2067,23,1,0.13,0.09,66.7,0.33,0.5,9.8,0,0,0,49.2,57,2.47826087,86.3,1075.5,375.2,11.5,13.2,87.1,28.8,31,93,8.48,0.3686956522,11.9,0.5173913043,71.4,0,0.04,3.7,0,0,3.52,57,55.2,1.65,1.09,0,0.87,0.17,0.35,0,0,0,0,49.2,0.09,0.13,0.83,0.78,0,0,0,0,0.04,0,0,0,0,0,0,0,1,0.04347826087,0.52,52.00,0.48,0.39,0.13,0.3,0.7,43.8,0.39,1.39,0.83,0.03608695652,0.57,1.52,0.06608695652,2.52,3.39,0.1473913043,0,65.7,9.13,34.3,29.7,2.13,0.52,65.7,0.43,0.3,70,0.04,10,40.1,228.9,155.6,0.78,0.35,0,0.52,0.13,42.6,0.04,0.09,0,0,0.48,0.26,0.04,0.17,0.52,0,0,0,6.26,1.26,0.78,2.04,61.7
2054,Ante Rebi?,CRO,FW,Milan,Serie A,29,1993,13,5,514,5.7,3,3.16,1.58,50,0.17,0.33,16.4,0.18,0,0,16,30.2,5.298245614,52.9,258.9,79.3,8.95,11.9,75,4.56,9.3,49.1,1.58,0.2771929825,3.68,0.6456140351,42.9,0.35,1.58,1.93,0.88,0.18,2.81,30.2,28.6,1.05,0.35,0.7,0.18,2.98,0.18,0,0,0,0,16,0.53,1.93,3.68,2.46,0,0.18,0.35,0.53,0.18,0.53,0.53,0,0,0,0,0,0.88,0.1543859649,0.53,60.23,0,0.18,0.7,0.35,0.7,50,0.35,0.7,0,0,0.7,0.18,0.03157894737,1.05,0.7,0.1228070175,0,40.7,0.53,1.93,15.3,24.2,4.74,40.7,2.28,1.23,53.8,0.88,38.5,24.7,133.2,40.5,1.75,1.58,0.53,2.98,1.75,33,7.54,0.7,0,0,2.28,1.4,0.88,2.98,0.53,0,0,0,3.16,1.4,0.88,2.28,61.5
2055,Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,18,16,1340,14.9,1,0.74,0.27,36.4,0.09,0.25,23.4,0,0,0,30.3,44,2.953020134,69,526.2,222.6,14.1,17.9,78.7,12,15.6,76.8,3.42,0.2295302013,7.38,0.4953020134,46.4,0.07,0.81,2.42,1.07,0.81,2.89,44,35.1,8.72,0.13,0,0.47,2.95,8.59,0,0,0,0,30.3,0.13,1.41,2.01,1.68,0.07,0.07,0.13,0.07,0,0.13,0.07,0,0,0.07,0,0,1.88,0.1261744966,1.07,56.91,1.01,0.47,0.4,0.47,0.87,53.8,0.4,0.94,0.2,0.01342281879,0.74,1.07,0.07181208054,2.95,2.55,0.1711409396,0,55.4,4.36,17.8,24.7,13.6,1.21,55.4,1.54,0.47,30.4,0.94,60.9,26.6,189.4,111.2,2.75,2.08,0.34,1.54,0.47,30.1,3.36,0.2,0,0,1.28,0.54,0.13,2.95,1.07,0,0.07,0,5.23,0.47,0.6,1.07,43.8
2056,Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#DIV/0!,0,0,0,0,0,0,0,1,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
